f (GHz),theta (deg.),phi (deg.),gain (dBi),directivity (dBi)
1.9800000000000002,150.0,-174.0,0.3135084883858587,0.5197366592663215
1.9800000000000002,152.0,-174.0,0.2934609218087993,0.4865016571366312
1.9800000000000002,154.0,-174.0,0.29205401435483674,0.48416927569527307
1.9800000000000002,156.0,-174.0,0.3117106406879581,0.5167561742364346
1.9800000000000002,158.0,-174.0,0.3493017715324095,0.5790750251987475
1.9800000000000002,160.0,-174.0,0.39882812208201235,0.661180170462382
1.9800000000000002,162.0,-174.0,0.45452455302310285,0.7535141200132212
1.9800000000000002,164.0,-174.0,0.5119821712414334,0.8487677786811177
1.9800000000000002,166.0,-174.0,0.5680717785366989,0.9417535388603504
1.9800000000000002,168.0,-174.0,0.6206087112369566,1.0288496491772254
1.9800000000000002,170.0,-174.0,0.6680674041166129,1.1075270164709
1.9800000000000002,172.0,-174.0,0.7093769196448603,1.176010232689712
1.9800000000000002,174.0,-174.0,0.7437748258552264,1.2330353325572736
1.9800000000000002,176.0,-174.0,0.770702242924167,1.277675801024772
1.9800000000000002,178.0,-174.0,0.7897341917098952,1.3092271045704922
1.9800000000000002,180.0,-174.0,0.8005454170754478,1.3271500328554577
1.9800000000000002,0.0,-172.0,2.055469929810506,3.407573045445745
1.9800000000000002,2.0,-172.0,2.060555808726101,3.4160044526163578
1.9800000000000002,4.0,-172.0,2.0555047267884685,3.4076307321296753
1.9800000000000002,6.000000000000001,-172.0,2.0406306791074478,3.38297242736956
1.9800000000000002,8.0,-172.0,2.0161705714857554,3.3424222825041148
1.9800000000000002,10.0,-172.0,1.9822582522010364,3.2862021921845206
1.9800000000000002,12.000000000000002,-172.0,1.9389257098455968,3.214365187332474
1.9800000000000002,14.0,-172.0,1.886136168946188,3.126850301300127
1.9800000000000002,16.0,-172.0,1.8238473073022858,3.0235873720346884
1.9800000000000002,18.0,-172.0,1.7520959550199757,2.9046374567547204
1.9800000000000002,20.0,-172.0,1.6710903990029013,2.7703458550086535
1.9800000000000002,22.0,-172.0,1.5812939894070426,2.621480712065471
1.9800000000000002,24.000000000000004,-172.0,1.4834844470542405,2.4593313391775307
1.9800000000000002,26.0,-172.0,1.3787770581141459,2.2857466658935173
